baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SARM1	498.837512495169	-0.370863674713065	0.125996320384368	-2.9434484561271	0.00324577866803235	0.0069574741695606
POLDIP2	6761.87483052593	-0.0781887866116212	0.0795221717048656	-0.983232536729593	0.325493004679162	0.406847203343411
PLXND1	8536.64813299334	0.731327388014044	0.144053191702995	5.07678711848243	3.83870548267084e-07	1.70916840861036e-06
AK2	6413.93900289844	-0.0598878146568298	0.0757521198650152	-0.790576089006427	0.429191404558554	0.514747519279774
CD38	1116.12409275478	-0.114070681977457	0.262853318439403	-0.433970865023544	0.664309598169887	0.740765499727658
FKBP4	6774.72996654449	0.411008791993073	0.137369222039821	2.99200057982368	0.00277155736695309	0.00601951139279051
KDM1A	5015.03418715318	0.486213571423413	0.0887659227985489	5.47748005196608	4.31425624587414e-08	2.21033176282141e-07
RBM6	3172.71620034224	-0.0332403264875307	0.0957457613249794	-0.347172825486307	0.728461484799706	0.79796688962824
CAMKK1	517.567236588458	0.00897521345978541	0.131786576434407	0.0681041552380909	0.945702722637496	0.959522416067975
RECQL	1106.44186453363	0.462240011195543	0.130374000364723	3.54549227531885	0.000391880473495421	0.00101273334515566
VPS50	1763.90825049532	0.535964184808517	0.139876037090549	3.83170838949033	0.000127256520547796	0.000359354104704792
HSPB6	7223.04505828182	-2.58927946928571	0.420995525241889	-6.15037289956466	7.73009841753129e-10	5.1697000190405e-09
ARHGAP33	579.418421296525	0.289603160396563	0.150351609384547	1.92617266673787	0.0540828175534603	0.0855343272134937
NDUFAB1	3967.43570622563	-0.153944470621022	0.105358149401941	-1.46115389739548	0.143973211810783	0.202117149760532
PDK4	7423.37562006975	-2.6513422077138	0.303086433182744	-8.747808933154	2.175351850748e-18	5.13854683859212e-17
SLC22A16	11.1635087094889	1.6744990949775	0.33694506635449	4.96965013642848	6.7073817754123e-07	2.86707566443356e-06
ZMYND10	34.6925314910897	0.77819973079624	0.206558142536298	3.76746092524283	0.000164916343673361	0.000456227957352112
ABCB5	29.5831319233025	-1.18930259734457	0.364054951685974	-3.26682164831654	0.00108762176886139	0.00256744143845524
ARX	104.942267678971	-0.723812049243305	0.396466230660387	-1.82565876553386	0.0679016779762443	0.104774364585933
SLC25A13	2495.43062065791	0.567776981575654	0.12959114052688	4.38129473409398	1.17976155401972e-05	4.08639549465321e-05
ST7	1734.78958932078	0.273581627297712	0.104179553316232	2.6260587475094	0.00863799074593856	0.0166988642394326
ST7.1	1734.78958932078	0.273581627297712	0.104179553316232	2.6260587475094	0.00863799074593856	0.0166988642394326
ST7.2	1734.78958932078	0.273581627297712	0.104179553316232	2.6260587475094	0.00863799074593856	0.0166988642394326
CDC27	3692.06285285047	0.35760574145954	0.0676155966006421	5.28880553360589	1.23117699544306e-07	5.88155560641861e-07
SLC4A1	19.6590376516798	-0.263345906422123	0.327913864919092	-0.803094759311564	0.421919966557048	0.507416026461996
CALCR	17.0802554917713	1.37830840861303	0.30414642084262	4.53172654405895	5.85035513755415e-06	2.13297735371916e-05
HCCS	1915.1372478165	0.0828461709805884	0.082907689274713	0.999257990487218	0.317669730245504	0.398210708521425
DVL2	1889.88672172693	-0.191712279440869	0.0865990032550101	-2.21379314120198	0.0268430121171113	0.0458716216190196
PRSS22	2041.65416156383	0.548151500665763	0.241438225159212	2.27035922047677	0.0231857966142255	0.0404332427512126
UPF1	9196.40767225295	0.16942493107362	0.0860151322244198	1.96971075544682	0.0488715296239405	0.0782897707118999
SKAP2	3543.26582076163	0.0582804236137933	0.114285180788353	0.509956087147677	0.610082226770596	0.68980704598429
SLC25A5	20478.630438595	-0.626786164182472	0.124194397851655	-5.04681511424648	4.49235687199634e-07	1.98115329478038e-06
MCUB	1015.96375649476	0.344455309184125	0.134017377130144	2.57022870138419	0.0101631395989565	0.0192749813981468
HOXA11	263.445210763269	4.93666349471995	0.36982147070016	13.3487747084388	1.20413239796627e-40	4.94481600503302e-38
POLR2J	2896.02367146811	-0.0772105902179893	0.121726150724623	-0.634297476412117	0.525886703133338	0.610115432940851
DHX33	1732.9706651875	0.615055960668471	0.0851423477302541	7.22385483915802	5.05342001842403e-13	5.4308369941332e-12
MEOX1	250.847466289458	-0.60056529459696	0.23985756826095	-2.5038413378042	0.0122853112823508	0.0228878500369324
THSD7A	369.609428153387	0.328336717919704	0.19787050055319	1.65935153042908	0.0970449771622833	0.143253037627775
LIG3	1986.90661900975	0.456168354741385	0.0894175612994307	5.10155217959729	3.36879111989375e-07	1.50938240818739e-06
RPAP3	1976.28698210882	0.501146837941681	0.0807287217043498	6.20778859569974	5.37353687457266e-10	3.66836657351741e-09
ACSM3	871.375711529115	0.5966041599334	0.234360508717492	2.54566847972058	0.0109068716832255	0.0205637769665899
CIAPIN1	2403.18533407191	0.129547729438433	0.0876674383558718	1.47771774638327	0.139483342338368	0.196654383486962
SPPL2B	3428.45965990018	0.272164552802806	0.10629402396682	2.56048781150448	0.0104525329896644	0.0197717591869337
FAM214B	1633.20905310528	-0.741357456154747	0.128737423700058	-5.7586786720388	8.47749034022049e-09	4.8922602725064e-08
COPZ2	540.12138857599	-1.33213417055091	0.210046711867786	-6.34208533285406	2.26675693951084e-10	1.64864876315785e-09
PRKAR2B	1062.90169597731	-1.60713341149237	0.232067247386756	-6.92529182635573	4.3507769135084e-12	4.10545692492525e-11
MSL3	2055.58380242259	0.295475243548214	0.0775794284307187	3.80868033607755	0.00013971043472018	0.000391673444008761
CREBBP	10732.804927644	-0.117115631743662	0.0846726195785171	-1.38315824320352	0.166616350174312	0.229070663251498
TSPOAP1	609.039995674576	-0.666503267560064	0.217576794641095	-3.06330125259681	0.00218909563317567	0.00487241485833158
MPO	14.375938782046	0.0176288540354679	0.224672887445651	0.0784645367578335	0.937458538788826	0.9533522067481
PON1	42.1678821608995	2.32598029594217	0.423195453740515	5.49623176568517	3.87992519162475e-08	2.00187517005863e-07
GCFC2	1069.09539966848	0.111294458460826	0.0846876267263799	1.31417614075326	0.188786935707828	0.255504894479969
WDR54	585.404992659411	0.205754087732071	0.136318123422332	1.50936707876044	0.131205001283709	0.186212388502746
CROT	885.844229133059	-1.19031298822358	0.169761957602329	-7.011659178742	2.35508342003628e-12	2.30373116589349e-11
ABCB4	96.485617537754	0.186285717752465	0.198290901328801	0.93945670983446	0.347496308498736	0.42994589325465
KMT2E	7709.76424727496	0.0189253132651057	0.0927573144623445	0.204030413933432	0.838329731902578	0.884820734235253
RHBDD2	7329.27915673094	0.316512123042093	0.117190875409641	2.70082565673927	0.00691675854459306	0.0136658458513361
SOX8	282.058157804015	0.791166454222378	0.313057430651327	2.52722464557486	0.0114967937737361	0.0215845817072891
IBTK	5339.71061617676	0.266750984058331	0.111171670622626	2.39945107026251	0.0164196740975577	0.0297923120638327
ZNF195	1995.42296671204	1.19389831916131	0.11857328039191	10.0688647156866	7.58485175191849e-24	3.55971262220807e-22
MYCBP2	4716.63278100507	-0.244581012082944	0.102805752671338	-2.37905959275304	0.0173568697107613	0.0312986485225128
FBXL3	2862.42679430319	-0.149472047802628	0.0841785256749171	-1.77565533019506	0.0757897442604339	0.11545257518457
ITGAL	1723.20593942333	0.0333657929896367	0.213753846703397	0.156094468025807	0.875958558791252	0.913028704272387
PDK2	2073.04914523008	-0.942615369435758	0.119303839785928	-7.90096421982002	2.76754096329203e-15	4.20626830819488e-14
ITGA3	16027.9627908081	0.336308997729394	0.168773464368592	1.9926651324459	0.0462981278635487	0.0746772813527725
ZFX	2633.39124534711	-0.0603043662631412	0.0966147370088737	-0.624173579829778	0.532513595824358	0.616798401238519
LAMP2	10928.9124177629	0.110344524269245	0.0958131811893577	1.15166329830098	0.249459459476026	0.324744522843572
ITGA2B	34.1226426350157	-0.348081817189599	0.223290143550396	-1.55887676748722	0.119025550054805	0.171491235130579
ASB4	143.825934245402	3.58797241546757	0.520805745773679	6.88927194944342	5.60786447148899e-12	5.2065364314859e-11
GDE1	5257.6912633129	-0.191394391873249	0.0856610238776079	-2.23432295353733	0.0254618311029333	0.0437172904536493
CRLF1	231.281280100447	-0.532518914497739	0.342675530973117	-1.55400332491063	0.120183623531252	0.172973046902093
OSBPL7	2339.05968639504	-0.734575081576203	0.173507160929279	-4.23368740311309	2.29890439992036e-05	7.48449528219232e-05
TMEM98	4020.88251077903	-0.415823304205869	0.152285820253132	-2.73054512570298	0.0063229676106678	0.0126057931433293
YBX2	818.797540027812	1.11262801199769	0.284418495587908	3.91193972704842	9.15577651248472e-05	0.000265533684160802
KRT33A	5.30931645245473	-3.16850904964422	0.753586094915883	-4.2045747274542	2.61573509086144e-05	8.43242861265929e-05
MAP3K14	1493.98635701133	-0.391878293842998	0.12808889508763	-3.05942442219445	0.00221762733664008	0.00492770178424686
ABCC8	92.5743827016946	-1.03496362816069	0.369781549988887	-2.79885145213922	0.00512847247512108	0.010513959411841
CACNG3	1.9873116499195	2.02032188741578	0.603558074936535	3.34735292478395	0.0008158726778878	0.00197418075508398
TMEM132A	2616.399940716	0.973977469967244	0.173231138071514	5.62241569737401	1.88305467334598e-08	1.01928389086515e-07
AP2B1	20752.8397161072	0.619130193558345	0.094215201404108	6.57144690380452	4.98286553422712e-11	4.01373484035782e-10
TAC1	88.349592856055	-2.12950309117721	0.561251826993075	-3.79420251081604	0.000148118750052871	0.000413231899089486
ZNF263	1571.26660505106	0.217873220152823	0.0689122251100841	3.16160477774126	0.00156902359500646	0.00358840418204648
CX3CL1	2590.20414884434	0.268825913754567	0.241794833948343	1.11179345466082	0.266226966748728	0.343679896499223
SPATA20	3453.99526731352	-0.353503633372226	0.112418596574401	-3.14452985666184	0.00166353935358986	0.00379103067926763
CACNA1G	38.9910867308958	-0.844814629696192	0.26808611793163	-3.15128077579774	0.00162556140965184	0.0037109512873322
TNFRSF12A	4281.28772553369	0.876037454577422	0.184459587608517	4.74921074006008	2.04212056209353e-06	8.05159573171072e-06
DLX6	105.414692085038	3.39692470601246	0.448810743256497	7.56872413829698	3.76907567069142e-14	4.75397766520642e-13
MAP3K9	1356.04880326815	-0.616681115210779	0.164819797878473	-3.74154757588939	0.000182890545221118	0.000501791687350861
RALA	4394.59018593547	-0.194051024310714	0.0916380795512413	-2.11758065272643	0.034210598136796	0.0570952022362753
BAIAP2L1	6465.62709974937	0.570771433445754	0.176130897118434	3.24060935806144	0.00119274512278395	0.00278999664277889
KDM7A	2918.27402392973	0.0113002772791926	0.121843083165989	0.0927445119211075	0.926106533980467	0.944822460781563
ETV1	879.927201481496	-0.273414296260963	0.203893010681919	-1.34096943954347	0.179930375006176	0.245058179134145
AGK	1540.48392825907	0.171950687317293	0.0880814871102152	1.95217738662987	0.0509171479878794	0.0811406550845654
ALDH3B1	3498.94123243473	0.0023376239683563	0.193733685688669	0.012066171972348	0.990372821283351	0.992650609044106
TTC22	3045.70562582465	-1.52702988378123	0.199711223414541	-7.64618962155958	2.07022315878515e-14	2.73392364457007e-13
PHTF2	1428.07516014105	0.332897757325279	0.0999332829154937	3.3312000528071	0.000864724340212946	0.00208106881110191
CCL26	79.3997603345996	1.21705936648007	0.302244648533179	4.02673586575171	5.65565039176161e-05	0.000171476300533405
FARP2	4511.83746211364	0.388182985828804	0.0940786269077771	4.12615488329065	3.68878885069773e-05	0.000115753706271564
USH1C	4733.1247085329	-0.133471472064042	0.217882045680488	-0.612585913847031	0.540150174544918	0.624255389253243
GGCT	1448.50414050291	0.942690916043682	0.131222222890432	7.18392735071108	6.7736867721521e-13	7.14650727927549e-12
DBF4	1479.86733944522	1.49129858027973	0.135467923354305	11.0084996016317	3.47746582678314e-28	2.90069551816903e-26
TBXA2R	260.659881150205	-0.418231679969126	0.155856126629747	-2.68344715740742	0.00728674895853608	0.0143028989117179
IFRD1	579.656151664187	0.215785539596074	0.141490727755208	1.52508608174948	0.127237628273864	0.18165628397703
LGALS14	3.42376489178016	2.04407008736083	0.825336453195072	2.47665067918392	0.0132621631626963	0.024542874787782
COX10	1313.00521298111	-0.198330484104851	0.0833025586744357	-2.38084504558821	0.0172729760463264	0.0311710580996581
GTF2IRD1	2938.54849320209	0.343150496829001	0.125554615004054	2.73307752819696	0.00627455610311808	0.012530603433293
PAF1	3044.24041190927	-0.331691186265957	0.0884139185839061	-3.75157205537924	0.000175729232279318	0.000483510118037955
VPS41	3642.68707015531	0.118139553230579	0.0844404258239617	1.39908760617659	0.1617867138331	0.223249983017255
ARHGAP44	1049.95636440775	-0.058500356304813	0.181321400354221	-0.322633490534099	0.746972827195259	0.812868181667578
ELAC2	4295.8577548596	-0.00673557520947839	0.0785043016022209	-0.0857988042949209	0.931626357009528	0.948731423891528
SCIN	1073.84735535589	-2.06304279846791	0.267587988080325	-7.7097735711837	1.2604116157387e-14	1.71650699250537e-13
ARSD	3361.27519393631	-0.196265867340442	0.133032224733384	-1.47532575459658	0.140124985528301	0.197467758263799
PNPLA4	925.668806702039	-0.651042104988888	0.162458702553307	-4.0074313949126	6.13826837213045e-05	0.000184562915824378
MYH13	22.0095019066602	-0.255513633726705	0.309359483886639	-0.825944078120891	0.408835815044626	0.493989701491707
ADIPOR2	5159.03788652727	-0.416841958925548	0.110078143147755	-3.78678225309479	0.00015261072354302	0.000424882580252627
CDKL3	28.9674085197005	0.0181777836187459	0.146041699667971	0.124469816908961	0.9009432971257	0.931297471527843
UPP2	8.55419605790063	0.0453830964277429	0.254496897039583	0.178324753486815	0.858467939891315	0.89974322733626
PRSS21	692.058730131885	3.27711670122024	0.419367335599989	7.8144300307311	5.5212293770733e-15	7.96623865662319e-14
MARK4	2471.16961534959	-0.171369275634456	0.0965405689957321	-1.77510115609565	0.0758811861439835	0.115582467533118
PROM1	5548.64322935444	1.04504634715783	0.285381491203517	3.66192755791778	0.000250324652840659	0.000670441820739925
CCDC124	2903.11132983272	-0.375153383824779	0.106002060694063	-3.53911406408905	0.000401472338215189	0.00103589177262532
CEACAM21	86.8153895893787	-0.536385158221235	0.206723531097769	-2.59469812349303	0.00946740311503582	0.0181330679447707
PAFAH1B1	6356.65836608473	-0.432075016880023	0.0679966831172378	-6.35435431659295	2.09303898880422e-10	1.53221647469747e-09
NOS2	1959.28288150631	-0.124850583859208	0.406679986843931	-0.306999576812521	0.758843694332576	0.822180133379564
DNAH9	47.2226913609189	0.356343026344099	0.308170981534876	1.15631596644595	0.247551939874069	0.322665209306651
KIAA0100	8752.24955016314	0.23236196269598	0.0904752956074885	2.56823656817926	0.0102217371388028	0.0193712260260912
SLC13A2	1083.99786275065	-3.25090564113564	0.510484300597738	-6.36827741289807	1.911629357347e-10	1.41444675318045e-09
GAS7	2746.09671575422	-0.912448968206055	0.202331369290386	-4.50967623758089	6.49266375582032e-06	2.34811228178443e-05
TRAPPC6A	864.714728887029	-0.113283608320781	0.149525206752214	-0.757622148006854	0.448677217307091	0.534299202452355
MATK	165.398596992075	-0.388517247773978	0.198927631291707	-1.95305823153475	0.0508126955163389	0.081018260028298
CEACAM7	2090.51283294539	1.13824123518658	0.421036052618481	2.70342938118412	0.00686280291466683	0.0135642626286371
CD79B	207.78231559876	-1.35577634287276	0.30393902109991	-4.46068536368383	8.16979603171312e-06	2.90617731902719e-05
SCN4A	31.9842533078265	0.180760089801792	0.288478704232469	0.626597690400492	0.530922982653224	0.615122856685853
ST7L	693.160231400582	0.0024318100715845	0.06171790163801	0.0394020212457585	0.968569868441459	0.976849807334762
TKTL1	136.88506183439	4.01654495487025	0.495177470826725	8.11132410399128	5.00711032279881e-16	8.30138461436691e-15
PAX6	119.463063084288	-0.0121495112659775	0.38640134464249	-0.0314427251209971	0.974916468262358	0.981182527503015
RPUSD1	1750.33109259352	0.393279168449675	0.117280657084531	3.35331655045398	0.000798493265997744	0.00193849763552931
RHBDF1	2413.52399784346	0.40096174601808	0.114203311488133	3.51094675621331	0.000446513821417601	0.0011409424605183
LUC7L	1474.42608908244	0.231192475114809	0.090662361908673	2.55003807806923	0.010771115402634	0.0203185864229546
CACNA2D2	258.105646868805	-0.578237801242373	0.24893913201912	-2.32280797539682	0.0201894704463899	0.0357869969214087
BAIAP3	292.22054274656	-0.524767170570325	0.2264237454204	-2.31763311571405	0.020469268848582	0.0362288244502793
TSR3	1624.15035753557	-0.602657593963152	0.106111590535131	-5.6794699893187	1.35112752726497e-08	7.48624214250548e-08
PIGQ	1764.77040058798	0.0939728398848694	0.0941256809541319	0.998376202246686	0.318096968909159	0.398722861827083
CRAMP1	841.236445470023	0.0699512501548212	0.0868766976770112	0.805178511905285	0.420716674575308	0.506254021688332
TEAD3	3857.20132244857	-0.766094210816328	0.123945312167401	-6.18090508967083	6.37351275260996e-10	4.31652367013109e-09
SELE	564.924189208267	-0.13091735075016	0.285281281814163	-0.458906206245391	0.646301521805668	0.723585885363209
DNAJC11	2014.07997290423	0.149249093787408	0.0958391933307585	1.55728662356664	0.119402449836101	0.17198785253289
FMO3	344.157262702756	-0.0183264458580029	0.206933919755535	-0.0885618263050019	0.929430147026182	0.947443734943531
MYLIP	2093.46969576333	0.0386208437260754	0.112808896971837	0.342356363396737	0.732082723447085	0.801193853858603
NOX1	592.077247601019	4.05272275966848	0.374828656711867	10.8122009539517	3.01351691696396e-27	2.29005837170279e-25
E2F2	954.292727732146	0.331967197562875	0.187939123478646	1.76635493141795	0.0773363211634685	0.117506745561741
PSMB1	7949.86540757051	0.141489327097959	0.0902266310280076	1.56815482841246	0.116845003461121	0.168656766520804
SYN1	224.209292399421	0.0495163749600363	0.241849385288119	0.204740545034037	0.837774841003137	0.884366204695288
JARID2	2084.18736978835	-0.364577966898288	0.106356659590287	-3.42788094608025	0.000608312167293243	0.00151062891270845
CDKL5	1306.09597208212	-0.180423909370135	0.138301350186296	-1.30457084567214	0.192039021064832	0.259462274964785
CAMK1G	43.9809677065468	0.25810033951981	0.17354420081293	1.48723113944917	0.136953774358449	0.193445620958481
CDK11A	63.282322755334	0.204349177397138	0.137440730875851	1.48681672525247	0.137063222902026	0.193574607265203
CDK11A.1	63.282322755334	0.204349177397138	0.137440730875851	1.48681672525247	0.137063222902026	0.193574607265203
NADK	4731.19758748397	-0.201155212020458	0.0886935287258655	-2.26798070738836	0.0233303825846168	0.0406625032412592
TFAP2B	35.9155064262602	-4.64909162533374	0.545744955154475	-8.51879908632009	1.61216237746185e-17	3.38174021692733e-16
TFAP2D	3.59131614934687	1.24303584882919	0.648236162272988	1.91756634568269	0.0551660208867957	0.0870540356205022
DLEC1	67.9612111399325	0.214544916328601	0.165117627875198	1.29934592138619	0.193825241553644	0.261610783650623
CYTH3	2806.10877856117	-0.0717705249435789	0.119050810159702	-0.602856249758415	0.546604322870988	0.630588260971749
ADAM22	411.23053887615	0.745750489117057	0.202064115735698	3.6906626711123	0.000223670595241298	0.000603825776331565
SYPL1	8980.96970588309	-0.0753264753359759	0.0984952269065911	-0.764772849423582	0.444406817786462	0.530159954581682
CYB561	5886.32860112749	0.0554239660304243	0.119420936171919	0.464105941613416	0.642571845061507	0.720212008158903
SPAG9	5464.72374505011	0.00914859877888538	0.0912286280365995	0.100282104157207	0.920120364680226	0.941098298083224
CELSR3	1502.08794745862	2.55494315348824	0.217640865404745	11.7392620578715	8.01830166414032e-32	1.09059117029333e-29
CELSR3.1	1502.08794745862	2.55494315348824	0.217640865404745	11.7392620578715	8.01830166414032e-32	1.09059117029333e-29
AASS	588.604138312703	-0.852869414897655	0.172850869137592	-4.93413437347982	8.05070023320285e-07	3.40021069580328e-06
PLEKHG6	2771.28006218992	-0.255748668798649	0.208943177894851	-1.22401062037715	0.220948221148705	0.292687860695375
SS18L2	955.646384846332	-0.0701332158078518	0.104304767179616	-0.672387444066484	0.501337074039352	0.587067985391931
MPND	634.943890024697	-0.767691006499017	0.120664839624286	-6.36217649556719	1.98914679506322e-10	1.46621472771073e-09
MGST1	7291.75498643805	-0.192009772875418	0.209589728330044	-0.91612205619665	0.359602880617723	0.442923222743892
CRY1	1463.19008944629	-0.153455111441116	0.0823931466381424	-1.86247421906419	0.0625362761066489	0.0974317554342172
PGLYRP1	17.3084764425339	-0.513613891196491	0.267343720525437	-1.92117432265488	0.0547097341767561	0.0863978452603497
NFIX	11070.3527063057	-0.947129134706093	0.150714932163908	-6.28424218561206	3.29456772994166e-10	2.3303653502006e-09
ST3GAL1	3711.35458644783	0.226882063311679	0.17557680219935	1.29220979349013	0.196284501028206	0.264595621170147
MMP25	223.185531082813	0.0653980540397762	0.186880163934219	0.349946471915532	0.726378869819022	0.796134803988883
IL32	10167.961586836	0.434841671367675	0.204028567444491	2.13127836368297	0.033066216449368	0.0553627086451156
PKD1	5518.353755299	-0.920786898334038	0.172453691586749	-5.33932842992148	9.32915079306127e-08	4.55035829225743e-07
PKD1.1	5518.353755299	-0.920786898334038	0.172453691586749	-5.33932842992148	9.32915079306127e-08	4.55035829225743e-07
MAPK8IP2	847.157023145592	1.19821231206106	0.296414731578123	4.04235074849936	5.29179957166002e-05	0.00016145319053183
MED24	8009.77379951299	0.482484199614679	0.171139614789285	2.81924322553102	0.00481370273476579	0.00993445522356129
MED24.1	8009.77379951299	0.482484199614679	0.171139614789285	2.81924322553102	0.00481370273476579	0.00993445522356129
RHOBTB2	1150.92244684319	-0.220753219942121	0.126865398498953	-1.74005853884535	0.081848739519898	0.123501836044934
HEATR5B	2381.94934909379	0.0156045927246624	0.081262806137333	0.192026259815479	0.847721635830971	0.892195951088129
SEC62	14514.1303427673	-0.0425247505827905	0.123119386578036	-0.345394431898321	0.729797862618715	0.799020896142332
RPS20	54273.0318727072	-0.364444297465439	0.122008011735539	-2.98705218027319	0.00281681639826317	0.00610786935098615
CSDE1	26535.4194247601	-0.619227404378837	0.0800050827871773	-7.73985080455517	9.95335426345016e-15	1.37747198277197e-13
UBE3C	6810.87017961174	0.198608025477039	0.0808166566673277	2.45751350856527	0.0139902549066708	0.0257852497218235
REV3L	2369.7791871321	-0.0881459888204418	0.118738458994288	-0.742354158602328	0.45787278617847	0.543401071308567
TENM1	175.298498214641	-1.01619279222118	0.341627601620277	-2.97456290827076	0.00293406288011441	0.00633804865279404
PAX7	4.90392459991474	1.88372358486582	0.572662812152869	3.28941140386635	0.00100397158158186	0.00238500491190333
MASP2	100.217618110929	-0.149109535381325	0.193944681292046	-0.76882508139933	0.441997157269579	0.527963712945941
IYD	1631.79907050126	0.83389068653041	0.309938977654534	2.6904995713701	0.00713451266907029	0.0140402159741339
FAM76A	806.025634682252	-0.267807971062132	0.0805582890207745	-3.32439993844791	0.000886090243792477	0.00212745345917973
TRAF3IP3	400.096024679579	-0.321096770108917	0.223233344717615	-1.43839071405348	0.150323225896201	0.209927549917433
